deal_id,account_id,lead_source,created_date,deal_value,discount_pct,competitor_mentioned,stage,close_date,deal_status
D00348,A01032,website,2025-06-29,360,20,None,negotiation,2025-08-16,lost
D00349,A00563,website,2025-10-03,480,10,Canva,demo,2025-11-11,won
D00350,A00491,referral,2025-09-07,120,0,None,negotiation,2025-10-02,won
D00351,A00341,ads,2025-08-26,1800,10,Adobe Express,negotiation,2025-09-23,lost
D00352,A00472,website,2025-08-04,180,20,None,negotiation,2025-08-15,won
D00353,A01817,referral,2025-02-10,2400,10,Canva,demo,2025-03-30,won
D00354,A01711,ads,2025-05-30,2400,25,Adobe Express,negotiation,2025-06-23,lost
D00355,A01719,website,2025-08-16,720,15,None,proposal,2025-08-24,won
D00356,A01728,referral,2025-03-06,1800,15,Canva,negotiation,2025-04-26,lost
D00357,A00249,website,2026-01-19,60,0,Adobe Express,demo,2026-02-01,won
D00358,A00235,website,2025-02-02,180,0,Canva,proposal,2025-03-06,won
D00359,A01107,outbound,2025-09-26,60,10,None,demo,2025-10-08,lost
D00360,A01117,referral,2025-12-02,480,0,Piktochart,proposal,2025-12-27,won
D00361,A01909,outbound,2025-08-15,60,0,Figma,negotiation,2025-09-01,lost
D00362,A01418,website,2025-01-15,180,10,None,demo,2025-02-11,lost
D00363,A00824,referral,2025-09-01,480,20,Canva,proposal,2025-10-22,won
D00364,A01292,website,2025-10-04,180,20,Piktochart,demo,2025-11-27,lost
D00365,A01441,website,2025-11-22,720,20,Canva,negotiation,2026-01-02,lost
D00366,A00632,outbound,2025-06-08,3600,25,None,proposal,2025-06-20,won
D00367,A01607,outbound,2025-08-15,480,15,Canva,proposal,2025-09-10,won
D00368,A00529,website,2025-01-06,180,0,Adobe Express,demo,2025-02-12,won
D00369,A01277,website,2025-10-01,180,15,Adobe Express,demo,2025-11-07,lost
D00370,A01981,website,2025-06-03,720,10,None,demo,2025-07-30,lost
D00371,A00122,referral,2025-01-04,480,0,Canva,negotiation,2025-02-15,won
D00372,A00892,ads,2025-08-12,360,0,Canva,proposal,2025-09-29,lost
D00373,A00010,website,2025-07-19,60,10,None,proposal,2025-09-04,won
D00374,A01823,website,2025-05-03,2400,15,Adobe Express,negotiation,2025-06-13,lost
D00375,A01340,website,2026-02-19,120,0,Canva,proposal,2026-03-09,lost
D00376,A00838,website,2025-03-11,60,15,Piktochart,proposal,2025-04-04,lost
D00377,A01297,outbound,2025-12-25,720,0,Canva,negotiation,2026-01-10,won
D00378,A01330,website,2025-01-26,60,0,None,negotiation,2025-02-20,lost
D00379,A01829,ads,2025-05-18,180,15,Adobe Express,demo,2025-06-08,lost
D00380,A01234,ads,2025-02-16,1200,20,Piktochart,demo,2025-03-21,won
D00381,A01982,website,2025-06-09,2400,20,Canva,proposal,2025-06-18,lost
D00382,A01754,website,2025-06-19,60,0,None,demo,2025-07-21,won
D00383,A00753,outbound,2025-02-06,720,0,Figma,negotiation,2025-04-07,won
D00384,A00886,website,2025-05-09,60,0,Figma,proposal,2025-06-30,lost
D00385,A00464,outbound,2025-05-08,3600,10,None,proposal,2025-05-17,lost
D00386,A00712,website,2025-04-12,240,20,Figma,proposal,2025-05-02,lost
D00387,A00728,website,2025-08-31,180,10,Figma,proposal,2025-09-17,lost
D00388,A00717,outbound,2025-11-19,240,20,Canva,negotiation,2025-12-12,lost
D00389,A01949,outbound,2025-09-04,480,0,Canva,negotiation,2025-09-14,won
D00390,A01440,ads,2025-12-08,240,0,Canva,demo,2026-01-04,lost
D00391,A01240,outbound,2025-01-08,480,20,None,demo,2025-03-06,won
D00392,A00080,website,2025-05-05,240,20,Adobe Express,demo,2025-06-11,lost
D00393,A01803,referral,2025-12-19,360,10,Canva,negotiation,2026-01-10,lost
D00394,A00480,referral,2025-03-22,1200,25,Piktochart,proposal,2025-05-16,won
D00395,A00902,ads,2025-11-17,60,10,None,demo,2026-01-07,lost
D00396,A00891,referral,2025-10-02,60,15,Figma,demo,2025-11-13,won
D00397,A01571,ads,2026-02-08,2400,20,Adobe Express,negotiation,2026-02-16,lost
D00398,A01825,website,2025-12-19,120,0,Adobe Express,proposal,2025-12-28,won
D00399,A00018,ads,2025-09-06,120,20,Adobe Express,negotiation,2025-10-27,won
D00400,A01189,outbound,2025-09-08,360,20,Canva,demo,2025-10-31,won
D00401,A01549,ads,2025-08-28,360,0,Adobe Express,proposal,2025-10-02,lost
D00402,A00202,outbound,2025-06-01,480,15,Canva,proposal,2025-07-18,won
D00403,A00741,website,2025-09-17,180,0,Piktochart,proposal,2025-11-02,lost
D00404,A01370,ads,2025-07-06,60,10,Canva,negotiation,2025-08-24,lost
D00405,A01390,website,2025-10-03,60,20,Canva,proposal,2025-11-28,lost
D00406,A01472,website,2025-10-10,480,10,Canva,demo,2025-11-06,won
D00407,A01537,outbound,2025-02-26,240,0,None,demo,2025-03-13,lost
D00408,A00319,website,2025-04-02,360,0,Adobe Express,demo,2025-04-15,lost
D00409,A00217,website,2025-01-17,720,15,Canva,negotiation,2025-03-09,lost
D00410,A01058,website,2025-10-30,240,10,Adobe Express,proposal,2025-12-21,won
D00411,A01895,website,2025-02-06,360,15,Adobe Express,demo,2025-04-07,lost
D00412,A00266,website,2025-02-10,1200,15,Canva,proposal,2025-03-15,lost
D00413,A01664,website,2026-02-25,180,0,None,proposal,2026-03-21,lost
D00414,A00724,outbound,2025-09-28,240,10,None,demo,2025-10-18,won
D00415,A00775,referral,2025-09-23,1200,10,Canva,demo,2025-10-12,lost
D00416,A01848,referral,2025-04-09,180,0,Canva,negotiation,2025-04-27,lost
D00417,A01104,outbound,2025-10-13,720,0,Canva,negotiation,2025-11-25,lost
D00418,A01701,website,2025-07-03,120,15,Adobe Express,negotiation,2025-07-20,lost
D00419,A00413,referral,2026-02-10,720,20,None,demo,2026-02-27,won
D00420,A01276,website,2025-10-01,720,10,Adobe Express,negotiation,2025-11-12,lost
D00421,A01036,website,2025-06-16,120,15,None,proposal,2025-07-13,lost
D00422,A00401,referral,2025-11-08,180,20,Figma,demo,2026-01-03,won
D00423,A01840,website,2025-10-09,2400,15,Piktochart,negotiation,2025-11-13,lost
D00424,A00724,website,2025-07-23,240,10,Adobe Express,demo,2025-09-01,lost
D00425,A00282,ads,2025-03-11,240,10,None,proposal,2025-03-31,lost
D00426,A01136,referral,2025-06-11,180,10,None,demo,2025-07-20,lost
D00427,A00723,website,2025-10-12,1800,0,None,negotiation,2025-11-10,won
D00428,A01402,outbound,2025-03-21,120,10,Adobe Express,demo,2025-04-12,lost
D00429,A00751,ads,2025-04-30,480,0,None,proposal,2025-06-12,won
D00430,A00268,website,2025-04-22,240,10,Piktochart,negotiation,2025-05-10,lost
D00431,A01941,website,2025-09-07,240,20,None,negotiation,2025-09-16,lost
D00432,A00298,outbound,2026-01-10,120,0,Canva,negotiation,2026-03-07,lost
D00433,A01341,outbound,2025-06-21,720,15,Adobe Express,proposal,2025-07-05,lost
D00434,A00570,referral,2026-01-30,240,15,Canva,demo,2026-03-11,won
D00435,A00509,website,2025-01-22,360,10,Piktochart,proposal,2025-02-12,lost
D00436,A01974,website,2025-03-20,3600,20,Adobe Express,demo,2025-05-02,lost
D00437,A00546,outbound,2025-09-16,60,15,Canva,demo,2025-10-18,won
D00438,A00775,referral,2025-03-17,2400,0,Adobe Express,demo,2025-05-10,won
D00439,A00365,outbound,2025-01-26,720,10,Canva,negotiation,2025-03-06,won
D00440,A00547,referral,2025-08-11,360,0,Canva,negotiation,2025-08-30,won
D00441,A00271,ads,2025-09-07,360,20,Canva,proposal,2025-10-31,lost
D00442,A01985,ads,2025-09-26,360,0,Figma,demo,2025-10-30,won
D00443,A01498,ads,2025-06-15,240,0,Adobe Express,negotiation,2025-07-19,lost
D00444,A00739,website,2025-07-07,360,10,None,proposal,2025-08-24,won
D00445,A00537,website,2025-01-13,360,10,Canva,proposal,2025-03-12,lost
D00446,A01258,website,2025-08-15,360,15,None,negotiation,2025-10-13,won
D00447,A00059,outbound,2025-04-30,480,0,Adobe Express,demo,2025-05-12,lost
D00448,A01275,outbound,2025-02-27,1200,10,Adobe Express,negotiation,2025-03-15,lost
D00449,A01871,outbound,2026-03-03,60,10,Adobe Express,proposal,2026-03-17,lost
D00450,A00086,ads,2025-06-06,720,0,Canva,proposal,2025-07-30,won
D00451,A00763,website,2025-10-03,360,20,Adobe Express,demo,2025-10-26,lost
D00452,A00390,referral,2025-10-08,360,0,Figma,proposal,2025-11-26,won
D00453,A01204,website,2025-09-27,120,0,Canva,demo,2025-10-16,won
D00454,A00719,referral,2026-02-09,2400,0,Adobe Express,negotiation,2026-02-16,won
D00455,A00856,website,2025-02-04,480,10,Adobe Express,proposal,2025-02-12,lost
D00456,A00149,website,2025-05-30,120,0,Adobe Express,negotiation,2025-07-08,lost
D00457,A00583,website,2025-12-30,480,15,None,demo,2026-02-09,lost
D00458,A00121,outbound,2025-02-15,360,20,Canva,demo,2025-03-29,lost
D00459,A00765,outbound,2025-12-31,240,0,None,demo,2026-01-26,lost
D00460,A00605,referral,2025-06-20,720,0,None,proposal,2025-08-09,won
D00461,A00256,website,2025-06-30,480,0,None,proposal,2025-08-08,lost
D00462,A00766,referral,2025-05-22,180,10,Canva,demo,2025-07-20,lost
D00463,A00864,referral,2025-01-16,480,0,None,negotiation,2025-02-17,won
D00464,A00800,outbound,2025-12-03,1200,20,Adobe Express,demo,2026-01-22,lost
D00465,A01333,website,2025-11-10,360,15,Adobe Express,negotiation,2025-11-26,won
D00466,A00059,website,2025-08-07,480,15,Canva,proposal,2025-08-27,lost
D00467,A01022,referral,2025-12-01,180,20,None,demo,2025-12-20,lost
D00468,A01093,outbound,2025-03-12,180,20,Canva,proposal,2025-04-15,lost
D00469,A01470,referral,2026-01-30,1800,15,None,demo,2026-03-12,won
D00470,A00388,outbound,2026-01-04,60,10,Figma,demo,2026-01-20,lost
D00471,A01110,ads,2026-01-08,120,15,Piktochart,demo,2026-02-03,lost
D00472,A00786,website,2025-08-15,480,0,Canva,negotiation,2025-08-28,lost
D00473,A01251,ads,2025-03-09,240,20,Adobe Express,demo,2025-04-23,lost
D00474,A00593,website,2025-10-18,60,20,Adobe Express,negotiation,2025-12-07,won
D00475,A01650,outbound,2025-01-14,60,15,None,proposal,2025-02-28,won
D00476,A01208,website,2025-08-29,180,10,Adobe Express,negotiation,2025-09-29,won
D00477,A01816,ads,2025-09-09,60,0,Canva,proposal,2025-09-18,won
D00478,A01346,website,2025-07-29,120,15,None,demo,2025-09-16,won
D00479,A00909,referral,2025-04-14,240,0,Adobe Express,demo,2025-05-19,lost
D00480,A01342,outbound,2025-11-12,480,15,Canva,proposal,2025-12-16,lost
D00481,A00566,ads,2025-07-27,720,10,Canva,demo,2025-09-19,won
D00482,A00399,referral,2025-10-20,180,20,Canva,negotiation,2025-12-11,lost
D00483,A01733,website,2026-02-07,240,15,None,demo,2026-02-16,won
D00484,A00899,outbound,2025-05-06,720,0,None,negotiation,2025-06-15,won
D00485,A01317,referral,2026-01-27,1200,10,Figma,negotiation,2026-02-28,won
D00486,A00293,referral,2025-06-05,120,0,None,proposal,2025-07-21,won
D00487,A00485,outbound,2025-01-28,180,0,Canva,negotiation,2025-03-17,lost
D00488,A01923,website,2025-08-20,180,20,Canva,demo,2025-10-15,won
D00489,A01471,referral,2025-10-27,180,0,None,negotiation,2025-11-23,won
D00490,A00803,website,2025-08-19,360,15,Canva,demo,2025-10-10,lost
D00491,A01716,website,2025-04-14,60,10,Piktochart,proposal,2025-06-01,won
D00492,A01916,website,2025-12-31,180,0,Canva,demo,2026-02-21,won
D00493,A01436,website,2025-08-19,2400,0,Figma,negotiation,2025-09-19,lost
D00494,A01532,referral,2026-01-08,1800,20,Piktochart,negotiation,2026-01-17,lost
D00495,A01758,website,2026-01-29,480,20,Adobe Express,demo,2026-02-14,lost
D00496,A01810,website,2025-03-25,360,0,Canva,demo,2025-04-20,won
D00497,A00890,referral,2026-01-09,120,0,Canva,proposal,2026-01-24,won
D00498,A00244,outbound,2025-04-14,480,0,Canva,demo,2025-05-22,won
D00499,A01444,website,2025-10-06,180,15,None,demo,2025-11-19,won
D00500,A01953,referral,2025-12-04,120,15,Figma,proposal,2026-01-18,won
D00501,A00960,ads,2025-11-04,1800,25,Adobe Express,demo,2025-12-21,won
D00502,A01178,outbound,2025-10-13,1200,10,Adobe Express,demo,2025-11-30,won
D00503,A00816,website,2025-06-28,60,0,Canva,demo,2025-08-27,lost
D00504,A01448,referral,2025-11-05,2400,0,Canva,proposal,2025-12-08,won
D00505,A00273,website,2025-04-02,2400,25,Canva,demo,2025-05-23,lost
D00506,A01960,website,2025-11-01,360,15,Canva,negotiation,2025-12-01,lost
D00507,A01671,website,2025-01-19,480,10,Canva,demo,2025-02-19,won
D00508,A01849,website,2026-02-24,3600,25,Adobe Express,demo,2026-04-02,won
D00509,A00520,website,2025-03-10,180,10,None,demo,2025-04-12,won
D00510,A01152,ads,2025-09-26,360,20,Adobe Express,demo,2025-11-08,won
D00511,A01397,outbound,2026-01-09,240,15,Canva,negotiation,2026-02-23,lost
D00512,A00568,website,2026-02-08,120,15,None,negotiation,2026-03-07,lost
D00513,A00638,website,2025-05-13,480,0,None,negotiation,2025-06-20,lost
D00514,A00159,referral,2025-09-24,720,15,Canva,negotiation,2025-11-09,lost
D00515,A01595,referral,2025-04-30,480,0,Adobe Express,negotiation,2025-05-08,won
D00516,A01594,website,2025-08-27,1200,10,Canva,negotiation,2025-09-29,lost
D00517,A00652,outbound,2025-07-31,120,10,Adobe Express,demo,2025-09-16,lost
D00518,A00176,website,2025-04-19,360,10,Canva,demo,2025-04-30,won
D00519,A01951,ads,2025-06-07,180,20,Adobe Express,proposal,2025-06-14,won
D00520,A00620,referral,2025-02-28,120,10,None,negotiation,2025-04-12,won
D00521,A00211,website,2025-11-12,60,0,Adobe Express,demo,2025-12-10,won
D00522,A00447,ads,2025-12-11,720,0,Piktochart,proposal,2026-01-17,lost
D00523,A00586,website,2025-03-21,720,20,Canva,negotiation,2025-04-26,lost
D00524,A00167,outbound,2026-02-06,180,0,Canva,proposal,2026-03-04,lost
D00525,A00460,ads,2025-10-17,180,10,Canva,negotiation,2025-10-25,lost
D00526,A00916,website,2025-04-17,480,10,Canva,negotiation,2025-05-03,won
D00527,A01381,outbound,2025-05-24,2400,20,None,demo,2025-07-23,lost
D00528,A01328,outbound,2025-03-26,3600,10,None,negotiation,2025-05-22,lost
D00529,A01257,website,2026-01-20,2400,0,Canva,proposal,2026-02-01,won
D00530,A01351,ads,2025-09-12,120,15,None,demo,2025-10-08,lost
D00531,A01908,ads,2025-04-21,2400,10,Piktochart,negotiation,2025-06-17,won
D00532,A01206,website,2025-01-20,60,15,Canva,demo,2025-03-19,lost
D00533,A01658,ads,2025-09-05,360,0,Canva,negotiation,2025-10-12,won
D00534,A01358,referral,2026-01-11,480,10,Figma,negotiation,2026-01-24,won
D00535,A01739,website,2026-02-25,360,0,None,negotiation,2026-04-02,lost
D00536,A01991,website,2025-07-18,1200,0,Piktochart,negotiation,2025-07-27,won
D00537,A01053,outbound,2025-12-18,60,10,Adobe Express,negotiation,2025-12-27,lost
D00538,A00714,referral,2025-02-22,180,10,Canva,negotiation,2025-04-18,won
D00539,A01117,referral,2025-06-09,360,10,Adobe Express,negotiation,2025-07-04,won
D00540,A00841,referral,2025-05-22,480,15,Canva,negotiation,2025-06-15,lost
D00541,A00868,website,2025-03-18,2400,0,Canva,demo,2025-05-03,won
D00542,A00688,outbound,2025-10-14,1200,10,Canva,negotiation,2025-11-25,lost
D00543,A00330,ads,2025-06-13,360,10,Figma,proposal,2025-06-30,lost
D00544,A01747,outbound,2025-02-06,2400,25,None,proposal,2025-02-21,won
D00545,A01208,website,2025-01-15,180,0,None,proposal,2025-01-25,won
D00546,A00095,referral,2025-02-14,3600,10,None,proposal,2025-03-30,lost
D00547,A00785,ads,2025-11-19,720,20,Canva,negotiation,2025-12-17,won
D00548,A00649,referral,2026-02-23,240,15,Adobe Express,demo,2026-03-07,lost
D00549,A01773,outbound,2026-02-21,120,0,Canva,negotiation,2026-04-12,won
D00550,A00353,website,2025-11-26,720,15,Adobe Express,negotiation,2025-12-17,won
D00551,A00930,referral,2025-03-15,120,10,None,negotiation,2025-05-05,won
D00552,A00941,outbound,2025-12-07,120,15,Adobe Express,proposal,2025-12-18,lost
D00553,A00984,website,2025-09-01,480,15,Canva,demo,2025-09-18,lost
D00554,A01289,referral,2025-05-25,1800,25,None,proposal,2025-07-23,won
D00555,A01671,referral,2026-01-01,480,20,Adobe Express,demo,2026-02-27,lost
D00556,A01680,ads,2025-06-04,120,15,None,negotiation,2025-06-26,lost
D00557,A01043,website,2025-11-14,180,0,Canva,demo,2025-12-15,lost
D00558,A01767,website,2025-02-03,60,20,Figma,proposal,2025-03-09,lost
D00559,A00646,ads,2025-10-18,180,0,Canva,proposal,2025-12-06,won
D00560,A00626,website,2025-02-09,3600,0,None,negotiation,2025-03-17,lost
D00561,A01523,outbound,2025-06-16,240,15,None,negotiation,2025-07-18,won
D00562,A00139,referral,2025-02-05,240,20,Adobe Express,negotiation,2025-03-08,lost
D00563,A01661,website,2025-06-17,240,0,Canva,proposal,2025-07-02,won
D00564,A00716,referral,2025-10-25,1200,10,Canva,negotiation,2025-11-29,lost
D00565,A01597,website,2025-09-30,720,20,None,proposal,2025-10-19,lost
D00566,A00762,website,2025-04-16,480,10,Piktochart,negotiation,2025-06-05,lost
D00567,A01834,website,2025-06-05,2400,0,None,proposal,2025-07-21,lost
D00568,A01549,website,2025-09-19,360,10,Piktochart,proposal,2025-10-31,won
D00569,A01932,website,2025-01-28,2400,0,Adobe Express,demo,2025-02-05,lost
D00570,A00255,outbound,2025-05-01,180,20,Canva,proposal,2025-05-28,won
D00571,A01109,website,2025-12-31,720,15,None,proposal,2026-01-20,won
D00572,A01482,ads,2025-12-06,120,0,Canva,demo,2026-01-06,won
D00573,A01556,website,2026-03-08,720,0,Canva,proposal,2026-04-26,won
D00574,A01586,website,2025-03-06,60,0,None,demo,2025-03-22,lost
D00575,A00676,referral,2026-01-05,720,0,Adobe Express,proposal,2026-02-22,won
D00576,A00092,ads,2026-02-17,3600,25,Adobe Express,proposal,2026-04-04,lost
D00577,A01624,outbound,2025-04-03,720,20,Canva,proposal,2025-05-04,lost
D00578,A01093,referral,2025-07-01,60,15,Adobe Express,demo,2025-08-13,lost
D00579,A00037,website,2025-09-13,60,20,Canva,negotiation,2025-10-24,won
D00580,A01789,website,2025-10-23,1200,0,Canva,proposal,2025-12-14,lost
D00581,A01788,referral,2025-07-08,720,0,Adobe Express,demo,2025-08-30,won
D00582,A00140,referral,2025-09-27,120,20,Canva,proposal,2025-11-12,won
D00583,A00867,outbound,2025-02-15,120,0,Canva,demo,2025-03-28,lost
D00584,A01917,referral,2026-02-13,480,20,Piktochart,negotiation,2026-03-13,won
D00585,A00680,website,2025-10-01,720,15,Piktochart,demo,2025-11-07,lost
D00586,A01590,outbound,2025-10-21,480,15,Canva,negotiation,2025-12-18,won
D00587,A01922,website,2025-05-31,60,0,None,proposal,2025-07-15,lost
D00588,A01202,website,2026-01-19,2400,0,None,proposal,2026-03-04,lost
D00589,A01833,referral,2025-03-28,60,10,Canva,negotiation,2025-05-13,lost
D00590,A01837,website,2025-01-14,720,0,Adobe Express,proposal,2025-01-25,won
D00591,A01895,referral,2026-03-12,480,0,Figma,proposal,2026-04-05,lost
D00592,A01642,ads,2025-05-12,180,0,None,demo,2025-06-25,lost
D00593,A00137,website,2026-01-14,720,10,None,demo,2026-02-06,lost
D00594,A00190,ads,2026-02-05,360,15,None,negotiation,2026-03-17,won
D00595,A01664,referral,2025-01-17,60,0,Piktochart,proposal,2025-03-17,lost
D00596,A00342,referral,2025-03-20,720,15,Canva,proposal,2025-04-24,won
D00597,A01583,ads,2026-01-07,360,0,Canva,negotiation,2026-03-08,lost
D00598,A01029,website,2025-06-26,180,10,None,demo,2025-07-10,lost
D00599,A00972,website,2025-01-27,3600,20,None,demo,2025-03-05,lost
D00600,A01281,outbound,2026-01-18,60,15,Canva,negotiation,2026-02-18,lost
D00601,A01836,referral,2025-08-31,1800,25,Piktochart,proposal,2025-09-07,lost
D00602,A00662,referral,2025-05-28,120,10,None,proposal,2025-07-17,lost
D00603,A01830,ads,2025-01-22,180,10,Canva,demo,2025-02-25,lost
D00604,A00243,website,2025-11-09,480,10,None,negotiation,2026-01-06,won
D00605,A01811,referral,2025-02-20,3600,20,Canva,proposal,2025-04-15,lost
D00606,A01744,ads,2025-05-04,180,20,None,negotiation,2025-06-13,lost
D00607,A00415,outbound,2025-06-22,360,10,Adobe Express,negotiation,2025-08-11,lost
D00608,A01651,outbound,2025-01-05,240,15,Figma,demo,2025-01-18,won
D00609,A00707,ads,2025-12-17,120,0,None,proposal,2026-01-09,lost
D00610,A00343,referral,2025-04-09,60,20,Piktochart,demo,2025-05-24,won
D00611,A00682,ads,2025-12-03,240,0,Canva,demo,2026-01-17,won
D00612,A01403,website,2025-03-08,360,0,None,proposal,2025-03-31,lost
D00613,A01618,website,2025-05-31,1200,20,Canva,proposal,2025-06-24,lost
D00614,A01690,website,2026-01-29,2400,15,Adobe Express,proposal,2026-02-09,won
D00615,A00653,website,2025-05-22,720,15,Canva,demo,2025-06-01,won
D00616,A01850,ads,2025-05-13,60,15,Figma,proposal,2025-06-01,won
D00617,A00146,outbound,2025-11-09,360,15,Canva,proposal,2025-12-20,won
D00618,A00323,outbound,2026-01-29,60,20,Piktochart,proposal,2026-03-05,lost
D00619,A00122,outbound,2026-01-02,240,0,Canva,proposal,2026-02-14,won
D00620,A01276,referral,2026-01-08,720,0,None,proposal,2026-01-24,lost
D00621,A01879,outbound,2025-12-01,60,0,Piktochart,negotiation,2025-12-25,lost
D00622,A01923,referral,2025-03-19,120,15,Adobe Express,negotiation,2025-04-27,lost
D00623,A00311,outbound,2025-12-29,3600,20,Canva,proposal,2026-02-20,lost
D00624,A00601,outbound,2026-02-04,180,0,None,demo,2026-03-27,won
D00625,A00475,outbound,2026-02-23,240,20,Canva,proposal,2026-03-24,lost
D00626,A00570,website,2025-06-20,480,15,Figma,negotiation,2025-08-07,won
