note_id,deal_id,account_id,note_date,note_text
N00344,D00200,A01422,2025-06-01,Buyer saw strong value in the AI-assisted design tools.
N00345,D00201,A01369,2026-02-08,Deal slowed after prospect compared collaboration features with Canva.
N00346,D00201,A01369,2026-01-24,Deal slowed after prospect compared collaboration features with Canva.
N00347,D00201,A01369,2026-01-27,Deal slowed after prospect compared collaboration features with Canva.
N00348,D00202,A01608,2026-01-30,Team liked the ease of onboarding and quick time to value.
N00349,D00202,A01608,2026-02-07,Prospect liked the template library and fast export workflow.
N00350,D00202,A01608,2026-01-24,Team liked the ease of onboarding and quick time to value.
N00351,D00203,A00747,2026-01-15,Prospect liked the product but said Canva has stronger template variety.
N00352,D00204,A00836,2025-04-21,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00353,D00204,A00836,2025-04-08,Prospect said onboarding seemed harder than expected for their team.
N00354,D00204,A00836,2025-04-24,Prospect said onboarding seemed harder than expected for their team.
N00355,D00205,A01692,2025-09-08,Buyer saw strong value in the AI-assisted design tools.
N00356,D00206,A00455,2026-03-18,Prospect liked the template library and fast export workflow.
N00357,D00207,A01930,2025-02-13,Team liked the ease of onboarding and quick time to value.
N00358,D00207,A01930,2025-02-18,Team liked the ease of onboarding and quick time to value.
N00359,D00207,A01930,2025-02-03,Buyer saw strong value in the AI-assisted design tools.
N00360,D00208,A01139,2025-04-02,Buyer saw strong value in the AI-assisted design tools.
N00361,D00208,A01139,2025-04-01,Prospect liked the template library and fast export workflow.
N00362,D00209,A00313,2025-12-27,Prospect liked the template library and fast export workflow.
N00363,D00209,A00313,2025-12-30,Team liked the ease of onboarding and quick time to value.
N00364,D00210,A01018,2025-08-24,Prospect liked the template library and fast export workflow.
N00365,D00210,A01018,2025-09-08,Customer responded well to collaboration features and ease of use.
N00366,D00211,A00228,2026-03-01,Deal slowed after prospect compared collaboration features with Canva.
N00367,D00211,A00228,2026-02-19,Deal slowed after prospect compared collaboration features with Canva.
N00368,D00211,A00228,2026-02-20,Customer raised concerns that Canva is already adopted by the team.
N00369,D00212,A00834,2025-08-27,Prospect liked the template library and fast export workflow.
N00370,D00213,A00858,2025-05-16,Prospect said onboarding seemed harder than expected for their team.
N00371,D00213,A00858,2025-06-05,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00372,D00214,A01269,2026-01-26,Customer raised concerns that Figma is already adopted by the team.
N00373,D00215,A00818,2025-05-11,Team liked the ease of onboarding and quick time to value.
N00374,D00216,A01550,2025-02-09,Customer responded well to collaboration features and ease of use.
N00375,D00217,A01018,2025-08-21,Prospect liked the template library and fast export workflow.
N00376,D00217,A01018,2025-08-15,Buyer saw strong value in the AI-assisted design tools.
N00377,D00218,A00528,2025-01-06,Buyer saw strong value in the AI-assisted design tools.
N00378,D00219,A00950,2025-11-04,Customer raised concerns that Canva is already adopted by the team.
N00379,D00220,A00427,2025-07-25,Prospect liked the template library and fast export workflow.
N00380,D00220,A00427,2025-07-11,Buyer saw strong value in the AI-assisted design tools.
N00381,D00221,A00042,2025-10-21,Team liked the ease of onboarding and quick time to value.
N00382,D00222,A00465,2025-08-07,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00383,D00223,A01646,2025-07-06,Team liked the ease of onboarding and quick time to value.
N00384,D00223,A01646,2025-06-24,Prospect liked the template library and fast export workflow.
N00385,D00223,A01646,2025-06-25,Buyer saw strong value in the AI-assisted design tools.
N00386,D00224,A00278,2025-11-14,Prospect said onboarding seemed harder than expected for their team.
N00387,D00224,A00278,2025-11-21,Prospect said onboarding seemed harder than expected for their team.
N00388,D00225,A00836,2025-01-16,Customer responded well to collaboration features and ease of use.
N00389,D00225,A00836,2025-01-28,Buyer saw strong value in the AI-assisted design tools.
N00390,D00226,A00019,2025-11-19,Customer raised concerns that Adobe Express is already adopted by the team.
N00391,D00227,A00066,2025-07-17,Prospect liked the product but said Adobe Express has stronger template variety.
N00392,D00228,A00167,2025-01-27,Prospect said onboarding seemed harder than expected for their team.
N00393,D00229,A01609,2025-10-05,Buyer saw strong value in the AI-assisted design tools.
N00394,D00229,A01609,2025-09-16,Buyer saw strong value in the AI-assisted design tools.
N00395,D00230,A01020,2025-03-11,Buyer saw strong value in the AI-assisted design tools.
N00396,D00230,A01020,2025-02-24,Customer responded well to collaboration features and ease of use.
N00397,D00231,A00403,2026-02-18,Deal slowed after prospect compared collaboration features with Adobe Express.
N00398,D00231,A00403,2026-02-10,Prospect liked the product but said Adobe Express has stronger template variety.
N00399,D00231,A00403,2026-02-28,Deal slowed after prospect compared collaboration features with Adobe Express.
N00400,D00232,A01936,2025-10-15,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00401,D00232,A01936,2025-10-19,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00402,D00233,A01846,2025-01-15,Prospect liked the template library and fast export workflow.
N00403,D00233,A01846,2025-02-01,Customer responded well to collaboration features and ease of use.
N00404,D00234,A00409,2025-05-01,Customer raised concerns that Canva is already adopted by the team.
N00405,D00235,A00112,2025-08-21,Customer raised concerns that Canva is already adopted by the team.
N00406,D00235,A00112,2025-08-17,Deal slowed after prospect compared collaboration features with Canva.
N00407,D00236,A01298,2025-08-16,Buyer saw strong value in the AI-assisted design tools.
N00408,D00237,A01431,2025-11-22,Prospect liked the template library and fast export workflow.
N00409,D00237,A01431,2025-12-01,Team liked the ease of onboarding and quick time to value.
N00410,D00238,A01397,2025-07-11,Customer raised concerns that Adobe Express is already adopted by the team.
N00411,D00239,A00597,2025-11-17,Prospect liked the template library and fast export workflow.
N00412,D00240,A00651,2025-12-24,Team liked the ease of onboarding and quick time to value.
N00413,D00240,A00651,2025-12-16,Customer responded well to collaboration features and ease of use.
N00414,D00240,A00651,2025-12-16,Prospect liked the template library and fast export workflow.
N00415,D00241,A01063,2026-01-19,Team liked the ease of onboarding and quick time to value.
N00416,D00242,A00105,2026-02-03,Prospect liked the product but said Canva has stronger template variety.
N00417,D00242,A00105,2026-01-17,Customer raised concerns that Canva is already adopted by the team.
N00418,D00243,A00324,2025-04-08,Deal slowed after prospect compared collaboration features with Figma.
N00419,D00244,A01817,2025-10-30,Buyer saw strong value in the AI-assisted design tools.
N00420,D00245,A01983,2026-02-04,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00421,D00245,A01983,2026-02-05,Buyer mentioned pricing pressure and unclear ROI during evaluation.
N00422,D00246,A00992,2025-03-24,Customer raised concerns that Canva is already adopted by the team.
N00423,D00247,A01438,2025-04-15,Customer raised concerns that Adobe Express is already adopted by the team.
N00424,D00247,A01438,2025-04-20,Deal slowed after prospect compared collaboration features with Adobe Express.
N00425,D00247,A01438,2025-04-16,Prospect liked the product but said Adobe Express has stronger template variety.
N00426,D00248,A00429,2025-11-01,Deal slowed after prospect compared collaboration features with Adobe Express.
N00427,D00249,A00635,2025-02-24,Buyer saw strong value in the AI-assisted design tools.
N00428,D00250,A00730,2025-12-11,Prospect liked the product but said Piktochart has stronger template variety.
N00429,D00250,A00730,2025-12-25,Customer raised concerns that Piktochart is already adopted by the team.
N00430,D00251,A00889,2025-07-02,Team liked the ease of onboarding and quick time to value.
N00431,D00251,A00889,2025-07-12,Prospect liked the template library and fast export workflow.
N00432,D00251,A00889,2025-06-21,Prospect liked the template library and fast export workflow.
N00433,D00252,A01085,2026-01-17,Deal slowed after prospect compared collaboration features with Adobe Express.
N00434,D00253,A01636,2025-07-10,Buyer saw strong value in the AI-assisted design tools.
N00435,D00254,A01331,2025-04-24,Team liked the ease of onboarding and quick time to value.
N00436,D00254,A01331,2025-05-07,Team liked the ease of onboarding and quick time to value.
N00437,D00255,A01378,2025-04-02,Prospect liked the product but said Canva has stronger template variety.
N00438,D00256,A00393,2025-09-11,Deal slowed after prospect compared collaboration features with Piktochart.
N00439,D00256,A00393,2025-09-06,Customer raised concerns that Piktochart is already adopted by the team.
N00440,D00257,A00204,2025-12-20,Customer raised concerns that Figma is already adopted by the team.
N00441,D00258,A00258,2025-10-22,Prospect liked the product but said Canva has stronger template variety.
N00442,D00258,A00258,2025-10-31,Prospect liked the product but said Canva has stronger template variety.
N00443,D00259,A00486,2026-03-27,Customer raised concerns that Canva is already adopted by the team.
N00444,D00260,A01541,2025-08-26,Customer responded well to collaboration features and ease of use.
N00445,D00260,A01541,2025-08-08,Buyer saw strong value in the AI-assisted design tools.
N00446,D00260,A01541,2025-07-27,Team liked the ease of onboarding and quick time to value.
N00447,D00261,A00446,2025-10-31,Buyer saw strong value in the AI-assisted design tools.
N00448,D00262,A01733,2026-02-02,Buyer saw strong value in the AI-assisted design tools.
N00449,D00262,A01733,2026-02-18,Customer responded well to collaboration features and ease of use.
N00450,D00263,A01204,2025-02-19,Prospect liked the template library and fast export workflow.
N00451,D00264,A01024,2026-03-11,Prospect liked the template library and fast export workflow.
N00452,D00264,A01024,2026-04-03,Prospect liked the template library and fast export workflow.
N00453,D00265,A00342,2025-04-15,Prospect liked the product but said Canva has stronger template variety.
N00454,D00266,A00133,2025-05-22,Buyer saw strong value in the AI-assisted design tools.
N00455,D00267,A00443,2025-01-27,Customer raised concerns that Adobe Express is already adopted by the team.
N00456,D00268,A01860,2025-08-04,Team liked the ease of onboarding and quick time to value.
N00457,D00269,A00253,2025-07-15,Prospect liked the product but said Piktochart has stronger template variety.
