ticket_id,account_id,created_date,ticket_type,priority,resolution_hours,csat_score,ticket_summary,account_revenue
T00314,A00213,2025-08-13,feature_request,low,15,4,Team requested deeper collaboration permissions.,12
T00315,A00214,2025-01-21,feature_request,low,12,4,Team requested deeper collaboration permissions.,0
T00316,A00216,2025-10-17,feature_request,medium,34,4,User asked for advanced brand kit controls.,36
T00317,A00218,2025-04-25,bug,low,5,4,Customer hit a recurring editor crash while saving a design.,300
T00318,A00218,2025-04-05,feature_request,low,15,5,Team requested deeper collaboration permissions.,300
T00319,A00218,2025-01-29,performance_issue,low,21,2,Customer experienced lag during export and preview.,300
T00320,A00218,2025-03-08,performance_issue,medium,45,2,Team reported performance issues on large collaborative projects.,300
T00321,A00218,2025-04-06,feature_request,medium,61,2,Team requested deeper collaboration permissions.,300
T00322,A00220,2025-10-04,feature_request,low,2,4,Team requested deeper collaboration permissions.,36
T00323,A00220,2025-04-14,bug,low,6,4,User reported export failing on large files.,36
T00324,A00220,2025-12-17,feature_request,low,8,3,Customer requested more premium templates for social campaigns.,36
T00325,A00222,2025-04-21,feature_request,low,2,3,Team requested deeper collaboration permissions.,48
T00326,A00223,2025-05-24,billing,medium,37,3,User reported confusion about plan renewal pricing.,48
T00327,A00223,2026-02-21,billing,low,1,4,Billing issue raised after duplicate invoice appeared.,48
T00328,A00224,2025-10-17,feature_request,medium,11,3,User asked for advanced brand kit controls.,12
T00329,A00224,2025-12-15,bug,high,114,1,User reported export failing on large files.,12
T00330,A00224,2025-06-26,bug,high,75,3,Bug reported in image upload flow causing failed imports.,12
T00331,A00226,2025-06-24,feature_request,high,40,1,User asked for advanced brand kit controls.,24
T00332,A00226,2025-06-15,billing,low,18,4,Customer asked about an unexpected billing charge.,24
T00333,A00227,2025-02-16,feature_request,high,100,2,Customer requested more premium templates for social campaigns.,12
T00334,A00227,2025-05-05,feature_request,medium,72,3,User asked for advanced brand kit controls.,12
T00335,A00229,2025-05-16,performance_issue,medium,30,1,Customer experienced lag during export and preview.,24
T00336,A00229,2025-06-22,bug,low,17,5,Customer hit a recurring editor crash while saving a design.,24
T00337,A00230,2025-05-06,billing,medium,69,3,Customer asked about an unexpected billing charge.,0
T00338,A00231,2025-11-20,feature_request,medium,22,4,Team requested deeper collaboration permissions.,180
T00339,A00231,2025-03-27,feature_request,high,25,2,User asked for advanced brand kit controls.,180
T00340,A00231,2025-09-29,performance_issue,low,20,3,User reported slow loading times in the editor.,180
T00341,A00233,2025-08-16,bug,medium,49,2,Customer hit a recurring editor crash while saving a design.,120
T00342,A00233,2025-06-20,performance_issue,low,25,2,User reported slow loading times in the editor.,120
T00343,A00234,2025-10-09,performance_issue,low,33,4,Team reported performance issues on large collaborative projects.,240
T00344,A00235,2025-10-06,feature_request,high,105,2,User asked for advanced brand kit controls.,12
T00345,A00235,2025-04-03,feature_request,low,1,5,Customer requested more premium templates for social campaigns.,12
T00346,A00236,2025-10-30,bug,medium,37,4,User reported export failing on large files.,48
T00347,A00238,2025-05-08,bug,low,6,3,User reported export failing on large files.,240
T00348,A00238,2025-02-17,bug,medium,69,2,Bug reported in image upload flow causing failed imports.,240
T00349,A00239,2025-10-14,feature_request,high,115,2,User asked for advanced brand kit controls.,0
T00350,A00240,2025-10-31,feature_request,low,14,3,Team requested deeper collaboration permissions.,12
T00351,A00243,2026-02-20,billing,medium,24,4,User reported confusion about plan renewal pricing.,150
T00352,A00243,2025-09-12,performance_issue,medium,89,1,User reported slow loading times in the editor.,150
T00353,A00244,2026-02-15,bug,medium,17,3,User reported export failing on large files.,24
T00354,A00247,2025-07-05,bug,low,10,5,Customer hit a recurring editor crash while saving a design.,48
T00355,A00248,2026-02-23,bug,medium,30,4,User reported export failing on large files.,48
T00356,A00250,2025-10-23,feature_request,low,16,5,User asked for advanced brand kit controls.,450
T00357,A00250,2025-02-28,bug,low,10,4,Customer hit a recurring editor crash while saving a design.,450
T00358,A00251,2025-04-10,feature_request,low,1,3,Customer requested more premium templates for social campaigns.,36
T00359,A00251,2025-01-03,performance_issue,medium,91,1,User reported slow loading times in the editor.,36
T00360,A00252,2025-12-26,bug,low,11,3,User reported export failing on large files.,240
T00361,A00252,2025-09-07,bug,low,6,5,Customer hit a recurring editor crash while saving a design.,240
T00362,A00252,2025-02-10,feature_request,medium,51,4,Customer requested more premium templates for social campaigns.,240
T00363,A00254,2025-12-15,billing,low,1,3,Customer asked about an unexpected billing charge.,300
T00364,A00254,2025-12-02,feature_request,low,24,5,Customer requested more premium templates for social campaigns.,300
T00365,A00254,2025-09-08,feature_request,low,3,5,User asked for advanced brand kit controls.,300
T00366,A00254,2025-05-20,feature_request,medium,46,3,Customer requested more premium templates for social campaigns.,300
T00367,A00254,2025-09-13,performance_issue,medium,78,2,Team reported performance issues on large collaborative projects.,300
T00368,A00254,2025-12-23,feature_request,low,5,5,Customer requested more premium templates for social campaigns.,300
T00369,A00256,2025-07-27,billing,high,31,2,User reported confusion about plan renewal pricing.,120
T00370,A00256,2025-06-13,bug,medium,24,3,Bug reported in image upload flow causing failed imports.,120
T00371,A00257,2026-02-04,bug,low,24,3,User reported export failing on large files.,450
T00372,A00257,2025-12-15,performance_issue,medium,69,1,Team reported performance issues on large collaborative projects.,450
T00373,A00259,2025-05-10,bug,high,97,2,Customer hit a recurring editor crash while saving a design.,12
T00374,A00261,2026-01-05,performance_issue,low,17,2,Customer experienced lag during export and preview.,36
T00375,A00261,2025-10-01,billing,high,31,2,User reported confusion about plan renewal pricing.,36
T00376,A00261,2025-10-05,feature_request,medium,45,4,Customer requested more premium templates for social campaigns.,36
T00377,A00261,2025-10-21,bug,high,49,1,Customer hit a recurring editor crash while saving a design.,36
T00378,A00262,2025-05-02,performance_issue,high,96,1,Team reported performance issues on large collaborative projects.,12
T00379,A00263,2025-10-01,feature_request,medium,35,3,Team requested deeper collaboration permissions.,450
T00380,A00263,2025-08-07,bug,high,106,1,User reported export failing on large files.,450
T00381,A00263,2025-06-21,feature_request,low,3,4,User asked for advanced brand kit controls.,450
T00382,A00264,2025-04-28,bug,low,20,3,User reported export failing on large files.,300
T00383,A00264,2025-02-08,feature_request,medium,59,3,User asked for advanced brand kit controls.,300
T00384,A00264,2025-12-27,billing,medium,51,4,Customer asked about an unexpected billing charge.,300
T00385,A00264,2025-08-24,billing,low,20,5,Customer asked about an unexpected billing charge.,300
T00386,A00265,2025-01-23,billing,low,4,4,Billing issue raised after duplicate invoice appeared.,12
T00387,A00266,2025-08-10,bug,high,37,3,Customer hit a recurring editor crash while saving a design.,240
T00388,A00266,2025-01-15,performance_issue,medium,77,3,Team reported performance issues on large collaborative projects.,240
T00389,A00266,2025-02-07,bug,medium,24,3,Bug reported in image upload flow causing failed imports.,240
T00390,A00266,2025-03-03,bug,high,40,1,Bug reported in image upload flow causing failed imports.,240
T00391,A00266,2026-01-06,billing,low,5,5,Billing issue raised after duplicate invoice appeared.,240
T00392,A00266,2025-04-27,performance_issue,medium,64,1,Team reported performance issues on large collaborative projects.,240
T00393,A00268,2025-08-19,bug,medium,27,4,User reported export failing on large files.,48
T00394,A00268,2025-11-28,feature_request,high,58,3,Customer requested more premium templates for social campaigns.,48
T00395,A00270,2025-09-16,performance_issue,low,30,4,User reported slow loading times in the editor.,90
T00396,A00271,2025-06-25,feature_request,low,19,3,Team requested deeper collaboration permissions.,150
T00397,A00272,2026-02-20,billing,medium,55,3,Customer asked about an unexpected billing charge.,36
T00398,A00273,2026-02-15,performance_issue,medium,27,2,Team reported performance issues on large collaborative projects.,300
T00399,A00273,2025-02-12,bug,low,21,4,Customer hit a recurring editor crash while saving a design.,300
T00400,A00273,2025-01-10,bug,low,20,3,Customer hit a recurring editor crash while saving a design.,300
T00401,A00274,2025-12-23,performance_issue,low,24,3,User reported slow loading times in the editor.,0
T00402,A00277,2025-10-15,performance_issue,medium,60,1,Customer experienced lag during export and preview.,300
T00403,A00277,2025-07-30,bug,low,8,5,User reported export failing on large files.,300
T00404,A00277,2025-06-27,bug,low,13,3,Bug reported in image upload flow causing failed imports.,300
T00405,A00277,2025-10-07,billing,medium,18,4,Customer asked about an unexpected billing charge.,300
T00406,A00279,2025-04-02,feature_request,low,23,3,User asked for advanced brand kit controls.,48
T00407,A00279,2026-01-08,performance_issue,low,40,4,Customer experienced lag during export and preview.,48
T00408,A00279,2025-12-29,performance_issue,low,25,4,Customer experienced lag during export and preview.,48
T00409,A00281,2026-01-20,bug,medium,69,2,Customer hit a recurring editor crash while saving a design.,240
T00410,A00281,2025-11-22,feature_request,low,10,3,User asked for advanced brand kit controls.,240
T00411,A00281,2025-06-25,bug,medium,33,4,Customer hit a recurring editor crash while saving a design.,240
T00412,A00281,2025-09-23,bug,high,103,2,Customer hit a recurring editor crash while saving a design.,240
T00413,A00281,2025-07-05,performance_issue,low,22,4,Customer experienced lag during export and preview.,240
T00414,A00282,2025-07-27,feature_request,medium,22,3,Team requested deeper collaboration permissions.,48
T00415,A00282,2025-09-23,feature_request,low,10,3,Team requested deeper collaboration permissions.,48
T00416,A00282,2026-03-04,bug,low,21,3,User reported export failing on large files.,48
T00417,A00283,2025-01-25,feature_request,low,20,5,Customer requested more premium templates for social campaigns.,48
T00418,A00283,2025-11-28,billing,low,9,5,Customer asked about an unexpected billing charge.,48
T00419,A00284,2025-05-31,billing,medium,45,2,User reported confusion about plan renewal pricing.,0
T00420,A00285,2025-11-17,performance_issue,low,24,3,User reported slow loading times in the editor.,240
T00421,A00285,2025-05-27,performance_issue,low,46,2,User reported slow loading times in the editor.,240
T00422,A00285,2025-08-03,bug,high,100,1,Bug reported in image upload flow causing failed imports.,240
T00423,A00286,2025-04-27,bug,low,12,4,Customer hit a recurring editor crash while saving a design.,300
T00424,A00286,2025-05-28,bug,medium,61,2,User reported export failing on large files.,300
T00425,A00286,2025-12-22,feature_request,medium,59,3,Team requested deeper collaboration permissions.,300
T00426,A00286,2025-07-07,bug,medium,25,2,Customer hit a recurring editor crash while saving a design.,300
T00427,A00287,2025-04-24,bug,medium,27,2,Customer hit a recurring editor crash while saving a design.,12
T00428,A00287,2025-01-28,feature_request,high,100,1,Team requested deeper collaboration permissions.,12
T00429,A00287,2026-03-02,performance_issue,low,15,4,Team reported performance issues on large collaborative projects.,12
T00430,A00288,2025-12-14,bug,medium,15,2,Customer hit a recurring editor crash while saving a design.,300
T00431,A00288,2025-05-04,bug,low,5,4,User reported export failing on large files.,300
T00432,A00289,2026-01-21,billing,low,23,3,User reported confusion about plan renewal pricing.,150
T00433,A00289,2025-06-09,performance_issue,high,63,1,User reported slow loading times in the editor.,150
T00434,A00289,2025-06-18,feature_request,low,9,4,User asked for advanced brand kit controls.,150
T00435,A00289,2025-11-21,performance_issue,low,23,2,User reported slow loading times in the editor.,150
