note_id,deal_id,account_id,note_date,note_text,category,subcategory,matched_terms,confidence
N00234,D00135,A00762,2025-08-06,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00235,D00136,A01879,2025-03-19,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00236,D00136,A01879,2025-04-02,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N00237,D00136,A01879,2025-04-05,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N00238,D00137,A01378,2025-04-06,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N00239,D00138,A01099,2025-06-25,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N00240,D00138,A01099,2025-06-24,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N00241,D00139,A01826,2025-09-17,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00242,D00140,A00929,2025-09-15,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00243,D00141,A00794,2025-08-08,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00244,D00142,A01602,2025-04-24,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N00245,D00142,A01602,2025-04-22,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00246,D00142,A01602,2025-04-29,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N00247,D00143,A01661,2026-03-08,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N00248,D00144,A00319,2026-02-01,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00249,D00144,A00319,2026-01-14,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00250,D00145,A01111,2025-07-30,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00251,D00145,A01111,2025-07-19,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00252,D00146,A01577,2025-06-27,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N00253,D00146,A01577,2025-06-19,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N00254,D00147,A00698,2025-09-10,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N00255,D00148,A01890,2025-07-08,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00256,D00149,A01916,2026-01-18,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N00257,D00150,A00847,2025-03-17,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00258,D00150,A00847,2025-03-29,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N00259,D00150,A00847,2025-03-18,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00260,D00151,A01802,2025-06-04,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00261,D00152,A00783,2025-03-02,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00262,D00153,A00042,2025-09-03,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00263,D00153,A00042,2025-08-18,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00264,D00153,A00042,2025-09-06,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00265,D00154,A01117,2025-04-09,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00266,D00155,A01721,2026-01-05,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N00267,D00155,A01721,2025-12-06,Customer raised concerns that Adobe Express is already adopted by the team.,Competitive,competitor_switch,adobe express,0.6
N00268,D00156,A01751,2025-08-05,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00269,D00157,A01531,2026-02-07,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00270,D00158,A00529,2025-05-29,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
N00271,D00159,A01980,2025-03-24,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N00272,D00159,A01980,2025-04-09,Prospect said onboarding seemed harder than expected for their team.,Operational,onboarding_confusion,onboarding,0.6
N00273,D00160,A01289,2025-07-06,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N00274,D00161,A01650,2026-04-02,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00275,D00161,A01650,2026-03-18,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00276,D00162,A00292,2026-03-01,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N00277,D00163,A00969,2025-05-07,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00278,D00163,A00969,2025-05-13,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00279,D00163,A00969,2025-04-30,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00280,D00164,A01488,2026-03-13,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N00281,D00164,A01488,2026-02-21,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00282,D00164,A01488,2026-03-05,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00283,D00165,A01828,2025-07-06,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00284,D00165,A01828,2025-06-20,Deal slowed after prospect compared collaboration features with Adobe Express.,Product,missing_features,feature,0.6
N00285,D00166,A01584,2025-01-15,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00286,D00167,A01843,2025-11-17,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00287,D00168,A00097,2025-04-18,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00288,D00169,A01911,2026-03-24,Deal slowed after prospect compared collaboration features with Piktochart.,Product,missing_features,feature,0.6
N00289,D00169,A01911,2026-03-18,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00290,D00170,A01119,2025-04-13,Prospect liked the product but said Canva has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00291,D00171,A01350,2025-02-23,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N00292,D00171,A01350,2025-03-22,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N00293,D00171,A01350,2025-02-27,Buyer mentioned pricing pressure and unclear ROI during evaluation.,Commercial,pricing_concerns,pricing,0.6
N00294,D00172,A00074,2025-08-16,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00295,D00172,A00074,2025-09-06,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00296,D00173,A01360,2026-04-01,Prospect liked the product but said Adobe Express has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00297,D00174,A01092,2025-07-30,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00298,D00174,A01092,2025-08-27,Prospect liked the template library and fast export workflow.,Product,missing_templates,"library, template",0.7
N00299,D00175,A00758,2025-01-24,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00300,D00175,A00758,2025-01-09,Deal slowed after prospect compared collaboration features with Figma.,Product,missing_features,feature,0.6
N00301,D00176,A01942,2025-12-26,Customer raised concerns that Piktochart is already adopted by the team.,Competitive,competitor_switch,piktochart,0.6
N00302,D00176,A01942,2025-12-25,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00303,D00176,A01942,2026-01-03,Prospect liked the product but said Piktochart has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00304,D00177,A01101,2025-09-14,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00305,D00177,A01101,2025-09-06,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00306,D00178,A00208,2025-11-09,Customer raised concerns that Figma is already adopted by the team.,Competitive,competitor_switch,figma,0.6
N00307,D00178,A00208,2025-11-07,Prospect liked the product but said Figma has stronger template variety.,Product,missing_templates,"template, variety",0.7
N00308,D00179,A01908,2025-09-30,Customer responded well to collaboration features and ease of use.,Product,missing_features,feature,0.6
N00309,D00180,A01790,2025-06-22,Buyer saw strong value in the AI-assisted design tools.,Uncategorized,unclear_signal,,0.25
N00310,D00180,A01790,2025-07-14,Team liked the ease of onboarding and quick time to value.,Operational,onboarding_confusion,"onboarding, time to value",0.7
N00311,D00181,A01245,2025-10-22,Deal slowed after prospect compared collaboration features with Canva.,Product,missing_features,feature,0.6
N00312,D00181,A01245,2025-10-26,Customer raised concerns that Canva is already adopted by the team.,Competitive,competitor_switch,canva,0.6
